city,city_ascii,lat,lon,country,iso2,iso3,admin_name,capital,population,id,csafp,csa_name,csa_name_short,cbsafp,cbsa_name,cbsa_name_short,geometry,type,location_id,name,name_short
Dobrich,Dobrich,43.5851,27.84,Bulgaria,BG,BGR,Dobrich,admin,94831,1100364404,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100364404,Dobrich,Dobrich
Lovec,Lovec,43.138,24.719,Bulgaria,BG,BGR,Lovech,admin,42211,1100374163,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100374163,Lovec,Lovec
Plovdiv,Plovdiv,42.154,24.754,Bulgaria,BG,BGR,Plovdiv,admin,340494,1100436706,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100436706,Plovdiv,Plovdiv
Vidin,Vidin,43.99,22.8725,Bulgaria,BG,BGR,Vidin,admin,NA,1100463536,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100463536,Vidin,Vidin
Shumen,Shumen,43.27,26.9294,Bulgaria,BG,BGR,Shumen,admin,87283,1100000004,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100000004,Shumen,Shumen
Razgrad,Razgrad,43.534,26.536,Bulgaria,BG,BGR,Razgrad,admin,38285,1100143131,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100143131,Razgrad,Razgrad
Silistra,Silistra,44.1167,27.2667,Bulgaria,BG,BGR,Silistra,admin,NA,1100458181,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100458181,Silistra,Silistra
Blagoevgrad,Blagoevgrad,42.0167,23.1,Bulgaria,BG,BGR,Blagoevgrad,admin,NA,1100214416,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100214416,Blagoevgrad,Blagoevgrad
Burgas,Burgas,42.5146,27.4746,Bulgaria,BG,BGR,Burgas,admin,195966,1100365645,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100365645,Burgas,Burgas
Montana,Montana,43.414,23.237,Bulgaria,BG,BGR,Montana,admin,47445,1100946651,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100946651,Montana,Montana
Gabrovo,Gabrovo,42.8747,25.3342,Bulgaria,BG,BGR,Gabrovo,admin,NA,1100696135,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100696135,Gabrovo,Gabrovo
Kyustendil,Kyustendil,42.2843,22.6911,Bulgaria,BG,BGR,Kyustendil,admin,51067,1100543134,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100543134,Kyustendil,Kyustendil
Vratsa,Vratsa,43.21,23.5625,Bulgaria,BG,BGR,Vratsa,admin,71633,1100261281,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100261281,Vratsa,Vratsa
Stara Zagora,Stara Zagora,42.4231,25.6227,Bulgaria,BG,BGR,Stara Zagora,admin,143431,1100903924,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100903924,Stara Zagora,Stara Zagora
Smolyan,Smolyan,41.5853,24.6919,Bulgaria,BG,BGR,Smolyan,admin,NA,1100429166,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100429166,Smolyan,Smolyan
Pernik,Pernik,42.61,23.0227,Bulgaria,BG,BGR,Pernik,admin,82467,1100616332,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100616332,Pernik,Pernik
Pleven,Pleven,43.4238,24.6134,Bulgaria,BG,BGR,Pleven,admin,118675,1100973719,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100973719,Pleven,Pleven
Sofia,Sofia,42.6833,23.3167,Bulgaria,BG,BGR,Sofia-Grad,primary,1185000,1100762037,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100762037,Sofia,Sofia
Khaskovo,Khaskovo,41.9438,25.5633,Bulgaria,BG,BGR,Haskovo,admin,79699,1100186247,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100186247,Khaskovo,Khaskovo
Kardzhali,Kardzhali,41.65,25.3667,Bulgaria,BG,BGR,Kardzhali,admin,NA,1100473094,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100473094,Kardzhali,Kardzhali
Targovishte,Targovishte,43.2592,26.5892,Bulgaria,BG,BGR,Targovishte,admin,NA,1100987486,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100987486,Targovishte,Targovishte
Turnovo,Turnovo,43.0862,25.6555,Bulgaria,BG,BGR,Veliko Tarnovo,admin,53115,1100134696,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1100134696,Turnovo,Turnovo
Manama,Manama,26.2361,50.5831,Bahrain,BH,BHR,Al ‘Āşimah,primary,563920,1048989486,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1048989486,Manama,Manama
Kayanza,Kayanza,-2.9,29.5667,Burundi,BI,BDI,Kayanza,admin,19443,1108413426,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108413426,Kayanza,Kayanza
Ruyigi,Ruyigi,-3.481,30.244,Burundi,BI,BDI,Ruyigi,admin,38458,1108406902,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108406902,Ruyigi,Ruyigi
Bururi,Bururi,-3.9507,29.6166,Burundi,BI,BDI,Bururi,admin,20393,1108963889,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108963889,Bururi,Bururi
Makamba,Makamba,-4.1333,29.8,Burundi,BI,BDI,Makamba,admin,19642,1108520771,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108520771,Makamba,Makamba
Cibitoke,Cibitoke,-2.8869,29.1248,Burundi,BI,BDI,Cibitoke,admin,NA,1108176356,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108176356,Cibitoke,Cibitoke
Rutana,Rutana,-3.931,29.993,Burundi,BI,BDI,Rutana,admin,20893,1108441253,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108441253,Rutana,Rutana
Cankuzo,Cankuzo,-3.1667,30.5167,Burundi,BI,BDI,Cankuzo,admin,6585,1108631099,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108631099,Cankuzo,Cankuzo
Muramvya,Muramvya,-3.261,29.612,Burundi,BI,BDI,Muramvya,admin,18041,1108007544,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108007544,Muramvya,Muramvya
Gitega,Gitega,-3.4264,29.9308,Burundi,BI,BDI,Gitega,admin,NA,1108778000,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108778000,Gitega,Gitega
Gitega,Gitega,-3.426,29.8436,Burundi,BI,BDI,Mwaro,NA,23167,1108962433,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108962433,Gitega,Gitega
Kirundo,Kirundo,-2.5847,30.0972,Burundi,BI,BDI,Kirundo,admin,6083,1108527579,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108527579,Kirundo,Kirundo
Muyinga,Muyinga,-2.8523,30.3173,Burundi,BI,BDI,Muyinga,admin,71076,1108466781,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108466781,Muyinga,Muyinga
Rumonge,Rumonge,-3.9736,29.4386,Burundi,BI,BDI,Rumonge,admin,NA,1108641885,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108641885,Rumonge,Rumonge
Bubanza,Bubanza,-3.0833,29.3667,Burundi,BI,BDI,Bubanza,admin,12728,1108018348,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108018348,Bubanza,Bubanza
Karusi,Karusi,-3.1,30.163,Burundi,BI,BDI,Karuzi,admin,10705,1108619045,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108619045,Karusi,Karusi
Ngozi,Ngozi,-2.912,29.825,Burundi,BI,BDI,Ngozi,admin,21506,1108753930,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108753930,Ngozi,Ngozi
Mwaro,Mwaro,-3.5113,29.7051,Burundi,BI,BDI,Mwaro,admin,NA,1108739103,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108739103,Mwaro,Mwaro
Isale,Isale,-3.3489,29.4839,Burundi,BI,BDI,Bujumbura Rural,admin,NA,1108407022,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108407022,Isale,Isale
Bujumbura,Bujumbura,-3.3761,29.36,Burundi,BI,BDI,NA,primary,331700,1108101689,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1108101689,Bujumbura,Bujumbura
Kandi,Kandi,11.1304,2.94,Benin,BJ,BEN,Alibori,admin,109701,1204875413,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204875413,Kandi,Kandi
Dogbo,Dogbo,6.8167,1.7833,Benin,BJ,BEN,Couffo,admin,NA,1204497206,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204497206,Dogbo,Dogbo
Savalou,Savalou,7.9281,1.9756,Benin,BJ,BEN,Collines,admin,NA,1204628914,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204628914,Savalou,Savalou
Ouidah,Ouidah,6.3604,2.09,Benin,BJ,BEN,Atlantique,admin,83503,1204541753,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204541753,Ouidah,Ouidah
Lokossa,Lokossa,6.615,1.715,Benin,BJ,BEN,Mono,admin,86971,1204036358,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204036358,Lokossa,Lokossa
Sakété,Sakete,6.7362,2.6587,Benin,BJ,BEN,Plateau,admin,NA,1204601704,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204601704,Sakété,Sakété
Natitingou,Natitingou,10.3204,1.39,Benin,BJ,BEN,Atacora,admin,80892,1204752595,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204752595,Natitingou,Natitingou
Abomey,Abomey,7.1904,1.99,Benin,BJ,BEN,Zou,admin,82154,1204597697,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204597697,Abomey,Abomey
Djougou,Djougou,9.7004,1.68,Benin,BJ,BEN,Donga,admin,202810,1204972666,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204972666,Djougou,Djougou
Parakou,Parakou,9.34,2.62,Benin,BJ,BEN,Borgou,admin,188853,1204807468,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204807468,Parakou,Parakou
Porto-Novo,Porto-Novo,6.4833,2.6166,Benin,BJ,BEN,Ouémé,primary,300000,1204172060,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204172060,Porto-Novo,Porto-Novo
Cotonou,Cotonou,6.4,2.52,Benin,BJ,BEN,Littoral,primary,762000,1204955174,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1204955174,Cotonou,Cotonou
Gustavia,Gustavia,17.8958,-62.8508,Saint Barthelemy,BL,BLM,NA,primary,NA,1652681565,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1652681565,Gustavia,Gustavia
Hamilton,Hamilton,32.2942,-64.7839,Bermuda,BM,BMU,Hamilton,primary,52320,1060000000,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1.06e+09,Hamilton,Hamilton
Bandar Seri Begawan,Bandar Seri Begawan,4.8833,114.9333,Brunei,BN,BRN,NA,primary,296500,1096465895,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1096465895,Bandar Seri Begawan,Bandar Seri Begawan
Uyuni,Uyuni,-20.46,-66.83,Bolivia,BO,BOL,Potosí,NA,12939,1068695031,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068695031,Uyuni,Uyuni
Santa Cruz de la Sierra,Santa Cruz de la Sierra,-17.8,-63.1667,Bolivia,BO,BOL,Santa Cruz,admin,NA,1068129363,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068129363,Santa Cruz de la Sierra,Santa Cruz de la Sierra
La Paz,La Paz,-16.498,-68.15,Bolivia,BO,BOL,La Paz,primary,1590000,1068000064,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068000064,La Paz,La Paz
Sica Sica,Sica Sica,-17.33,-67.73,Bolivia,BO,BOL,La Paz,NA,1006,1068066667,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068066667,Sica Sica,Sica Sica
Puerto Suárez,Puerto Suarez,-18.9496,-57.85,Bolivia,BO,BOL,Santa Cruz,NA,22000,1068099903,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068099903,Puerto Suárez,Puerto Suárez
Coroico,Coroico,-16.1896,-67.72,Bolivia,BO,BOL,La Paz,NA,2361,1068106383,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068106383,Coroico,Coroico
Coro Coro,Coro Coro,-17.1696,-68.45,Bolivia,BO,BOL,La Paz,NA,1884,1068830457,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068830457,Coro Coro,Coro Coro
San Ignacio,San Ignacio,-16.3696,-60.96,Bolivia,BO,BOL,Santa Cruz,NA,25391,1068082737,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068082737,San Ignacio,San Ignacio
San Matias,San Matias,-16.36,-58.42,Bolivia,BO,BOL,Santa Cruz,NA,6352,1068402765,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068402765,San Matias,San Matias
Santa Ana,Santa Ana,-13.76,-65.58,Bolivia,BO,BOL,El Beni,NA,234478,1068925682,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068925682,Santa Ana,Santa Ana
Roboré,Robore,-18.3295,-59.76,Bolivia,BO,BOL,Santa Cruz,NA,10036,1068498462,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068498462,Roboré,Roboré
Baures,Baures,-13.58,-63.5801,Bolivia,BO,BOL,El Beni,NA,2422,1068657733,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068657733,Baures,Baures
Ascension,Ascension,-15.6996,-63.08,Bolivia,BO,BOL,Santa Cruz,NA,14429,1068811738,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068811738,Ascension,Ascension
Oruro,Oruro,-17.98,-67.13,Bolivia,BO,BOL,Oruro,admin,246501,1068271533,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068271533,Oruro,Oruro
Apolo,Apolo,-14.7196,-68.42,Bolivia,BO,BOL,La Paz,NA,4189,1068238601,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068238601,Apolo,Apolo
San Jose,San Jose,-17.85,-60.78,Bolivia,BO,BOL,Santa Cruz,NA,9211,1068082794,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068082794,San Jose,San Jose
Viacha,Viacha,-16.65,-68.3,Bolivia,BO,BOL,La Paz,NA,34776,1068833754,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068833754,Viacha,Viacha
Charaña,Charana,-17.5996,-69.4666,Bolivia,BO,BOL,La Paz,NA,197,1068774768,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068774768,Charaña,Charaña
Trinidad,Trinidad,-14.8334,-64.9,Bolivia,BO,BOL,El Beni,admin,84259,1068929509,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068929509,Trinidad,Trinidad
Potosí,Potosi,-19.5696,-65.75,Bolivia,BO,BOL,Potosí,admin,179901,1068933987,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068933987,Potosí,Potosí
San Carlos,San Carlos,-17.4,-63.73,Bolivia,BO,BOL,Santa Cruz,NA,6353,1068028866,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068028866,San Carlos,San Carlos
Quime,Quime,-16.98,-67.22,Bolivia,BO,BOL,La Paz,NA,4045,1068690050,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068690050,Quime,Quime
Reyes,Reyes,-14.3096,-67.37,Bolivia,BO,BOL,El Beni,NA,7376,1068609630,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068609630,Reyes,Reyes
Rurrenabaque,Rurrenabaque,-14.46,-67.56,Bolivia,BO,BOL,El Beni,NA,11749,1068557134,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068557134,Rurrenabaque,Rurrenabaque
San Ramón,San Ramon,-13.2896,-64.71,Bolivia,BO,BOL,El Beni,NA,6490,1068370064,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068370064,San Ramón,San Ramón
Achacachi,Achacachi,-16.0833,-68.6666,Bolivia,BO,BOL,La Paz,NA,8447,1068370700,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068370700,Achacachi,Achacachi
San Rafael,San Rafael,-16.7795,-60.68,Bolivia,BO,BOL,Santa Cruz,NA,1201,1068405265,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068405265,San Rafael,San Rafael
Magdalena,Magdalena,-13.2601,-64.0528,Bolivia,BO,BOL,El Beni,NA,3445,1068699781,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068699781,Magdalena,Magdalena
San Borja,San Borja,-14.8196,-66.85,Bolivia,BO,BOL,El Beni,NA,19640,1068118050,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068118050,San Borja,San Borja
Guayaramerín,Guayaramerin,-10.83,-65.41,Bolivia,BO,BOL,El Beni,NA,36008,1068744206,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068744206,Guayaramerín,Guayaramerín
Puerto Quijarro,Puerto Quijarro,-17.7796,-57.77,Bolivia,BO,BOL,Santa Cruz,NA,10392,1068582123,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068582123,Puerto Quijarro,Puerto Quijarro
Cochabamba,Cochabamba,-17.41,-66.17,Bolivia,BO,BOL,Cochabamba,admin,1000000,1068793894,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068793894,Cochabamba,Cochabamba
Santa Cruz,Santa Cruz,-17.7539,-63.226,Bolivia,BO,BOL,Santa Cruz,NA,2102998,1068002564,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068002564,Santa Cruz,Santa Cruz
Sucre,Sucre,-19.041,-65.2595,Bolivia,BO,BOL,Chuquisaca,primary,224838,1068823873,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068823873,Sucre,Sucre
Tupiza,Tupiza,-21.4396,-65.72,Bolivia,BO,BOL,Potosí,NA,28766,1068328989,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068328989,Tupiza,Tupiza
San Lorenzo,San Lorenzo,-21.4799,-64.77,Bolivia,BO,BOL,Tarija,NA,3000,1068000024,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068000024,San Lorenzo,San Lorenzo
Camargo,Camargo,-20.6396,-65.21,Bolivia,BO,BOL,Chuquisaca,NA,4715,1068344721,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068344721,Camargo,Camargo
Villamontes,Villamontes,-21.2496,-63.5,Bolivia,BO,BOL,Tarija,NA,18761,1068626988,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068626988,Villamontes,Villamontes
Cobija,Cobija,-11.0333,-68.7333,Bolivia,BO,BOL,Pando,admin,44437,1068395023,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068395023,Cobija,Cobija
Tarabuco,Tarabuco,-19.18,-64.9199,Bolivia,BO,BOL,Chuquisaca,NA,2428,1068481915,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068481915,Tarabuco,Tarabuco
Camiri,Camiri,-20.05,-63.52,Bolivia,BO,BOL,Santa Cruz,NA,27961,1068205873,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068205873,Camiri,Camiri
Cuevo,Cuevo,-20.45,-63.53,Bolivia,BO,BOL,Santa Cruz,NA,953,1068137787,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068137787,Cuevo,Cuevo
Charagua,Charagua,-19.7996,-63.22,Bolivia,BO,BOL,Santa Cruz,NA,3025,1068232771,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068232771,Charagua,Charagua
Padilla,Padilla,-19.2996,-64.31,Bolivia,BO,BOL,Chuquisaca,NA,2920,1068422501,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068422501,Padilla,Padilla
Bermejo,Bermejo,-22.7296,-64.35,Bolivia,BO,BOL,Tarija,NA,36544,1068060614,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068060614,Bermejo,Bermejo
Entre Ríos,Entre Rios,-21.53,-64.19,Bolivia,BO,BOL,Tarija,NA,2685,1068494403,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068494403,Entre Ríos,Entre Ríos
Tarija,Tarija,-21.5167,-64.75,Bolivia,BO,BOL,Tarija,admin,159269,1068356085,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068356085,Tarija,Tarija
Villazón,Villazon,-22.0796,-65.6,Bolivia,BO,BOL,Potosí,NA,37215,1068163517,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068163517,Villazón,Villazón
Puerto Heath,Puerto Heath,-12.4996,-68.6666,Bolivia,BO,BOL,La Paz,NA,10,1068996459,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068996459,Puerto Heath,Puerto Heath
Piso Firme,Piso Firme,-13.683,-61.8666,Bolivia,BO,BOL,El Beni,NA,72,1068400874,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068400874,Piso Firme,Piso Firme
Betanzos,Betanzos,-19.56,-65.45,Bolivia,BO,BOL,Potosí,NA,4847,1068258629,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068258629,Betanzos,Betanzos
Sabaya,Sabaya,-19.0163,-68.3833,Bolivia,BO,BOL,Oruro,NA,573,1068184161,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068184161,Sabaya,Sabaya
Vallegrande,Vallegrande,-18.4896,-64.11,Bolivia,BO,BOL,Santa Cruz,NA,8422,1068162149,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068162149,Vallegrande,Vallegrande
Samaipata,Samaipata,-18.18,-63.77,Bolivia,BO,BOL,Santa Cruz,NA,2926,1068681645,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068681645,Samaipata,Samaipata
Llica,Llica,-19.8496,-68.25,Bolivia,BO,BOL,Potosí,NA,553,1068053822,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068053822,Llica,Llica
Aiquile,Aiquile,-18.1895,-65.18,Bolivia,BO,BOL,Cochabamba,NA,8224,1068121487,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068121487,Aiquile,Aiquile
Villa Martin,Villa Martin,-20.7666,-67.7833,Bolivia,BO,BOL,Potosí,NA,10,1068713966,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068713966,Villa Martin,Villa Martin
San Javier,San Javier,-16.2896,-62.5,Bolivia,BO,BOL,Santa Cruz,NA,4210,1068099078,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068099078,San Javier,San Javier
Riberalta,Riberalta,-10.983,-66.1,Bolivia,BO,BOL,El Beni,NA,74014,1068951603,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068951603,Riberalta,Riberalta
Llallagua,Llallagua,-18.42,-66.64,Bolivia,BO,BOL,Potosí,NA,28069,1068159509,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068159509,Llallagua,Llallagua
Uncia,Uncia,-18.47,-66.57,Bolivia,BO,BOL,Potosí,NA,4723,1068104554,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068104554,Uncia,Uncia
Challapata,Challapata,-18.8996,-66.78,Bolivia,BO,BOL,Oruro,NA,9114,1068352309,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068352309,Challapata,Challapata
Quillacollo,Quillacollo,-17.4,-66.28,Bolivia,BO,BOL,Cochabamba,NA,227052,1068265899,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068265899,Quillacollo,Quillacollo
Punata,Punata,-17.55,-65.84,Bolivia,BO,BOL,Cochabamba,NA,26323,1068639665,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068639665,Punata,Punata
Cliza,Cliza,-17.59,-65.93,Bolivia,BO,BOL,Cochabamba,NA,15816,1068759245,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068759245,Cliza,Cliza
Portachuelo,Portachuelo,-17.36,-63.4,Bolivia,BO,BOL,Santa Cruz,NA,11485,1068477207,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068477207,Portachuelo,Portachuelo
Montero,Montero,-17.3496,-63.26,Bolivia,BO,BOL,Santa Cruz,NA,88616,1068836323,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068836323,Montero,Montero
Puerto Villarroel,Puerto Villarroel,-16.87,-64.78,Bolivia,BO,BOL,Cochabamba,NA,1778,1068957347,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068957347,Puerto Villarroel,Puerto Villarroel
Puerto Acosta,Puerto Acosta,-15.4996,-69.1667,Bolivia,BO,BOL,La Paz,NA,1123,1068206449,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068206449,Puerto Acosta,Puerto Acosta
Sorata,Sorata,-15.79,-68.6601,Bolivia,BO,BOL,La Paz,NA,2190,1068157921,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1068157921,Sorata,Sorata
Tauá,Taua,-5.9995,-40.31,Brazil,BR,BRA,Ceará,NA,29188,1076825475,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076825475,Tauá,Tauá
Uruguaiana,Uruguaiana,-29.7696,-57.09,Brazil,BR,BRA,Rio Grande do Sul,NA,123480,1076680267,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076680267,Uruguaiana,Uruguaiana
Quixadá,Quixada,-4.97,-39.02,Brazil,BR,BRA,Ceará,NA,49328,1076173437,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076173437,Quixadá,Quixadá
Cabo de Santo Agostinho,Cabo de Santo Agostinho,-8.29,-35.03,Brazil,BR,BRA,Pernambuco,NA,146219,1076363089,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076363089,Cabo de Santo Agostinho,Cabo de Santo Agostinho
São Gabriel,Sao Gabriel,-30.32,-54.32,Brazil,BR,BRA,Rio Grande do Sul,NA,55434,1076674208,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076674208,São Gabriel,São Gabriel
São Borja,Sao Borja,-28.6596,-56.01,Brazil,BR,BRA,Rio Grande do Sul,NA,59613,1076315333,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076315333,São Borja,São Borja
Santo Ângelo,Santo Angelo,-28.3,-54.28,Brazil,BR,BRA,Rio Grande do Sul,NA,65420,1076113692,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076113692,Santo Ângelo,Santo Ângelo
Santa Rosa,Santa Rosa,-27.8695,-54.46,Brazil,BR,BRA,Rio Grande do Sul,NA,59281,1076071027,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076071027,Santa Rosa,Santa Rosa
Quaraí,Quarai,-30.38,-56.4599,Brazil,BR,BRA,Rio Grande do Sul,NA,23229,1076203994,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076203994,Quaraí,Quaraí
Salvador,Salvador,-12.97,-38.48,Brazil,BR,BRA,Bahia,admin,3484000,1076923789,NA,NA,NA,NA,NA,NA,"c(NA, NA)",city,city1076923789,Salvador,Salvador
